,organization name,address1,city,state,zip,servicesummary,hours,website
15079,YWCA Northeast Indiana,5920 Decatur Rd,Fort Wayne,IN,46816.0,Transitional Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://ywcanein.org/
15080,YWCA Of Binghamton,80 Hawley St,Binghamton,NY,13901.0,"Permanent Supportive Housing, Emergency Shelter",Monday: 6:00AM–6:00PM Tuesday: 6:00AM–6:00PM Wednesday: 6:00AM–6:00PM Thursday: 6:00AM–6:00PM Friday: 6:00AM–6:00PM Saturday: 6:00AM–6:00PM Sunday: 6:00AM–6:00PM ,http://www.ywca.org/
15081,YWCA Of Binghamton,89 Hawley St,Binghamton,NY,13904.0,Rapid Re-Housing,Monday: 6:00AM–6:00PM Tuesday: 6:00AM–6:00PM Wednesday: 6:00AM–6:00PM Thursday: 6:00AM–6:00PM Friday: 6:00AM–6:00PM Saturday: 6:00AM–6:00PM Sunday: 6:00AM–6:00PM ,http://www.ywca.org/
15082,YWCA Utah,,,UT,84111.0,"Emergency Shelter, Transitional Housing",,
15083,YWCA VSPs,309 23Rd St N,Birmingham,AL,35203.0,Transitional Housing,Monday: 7:00AM–4:00PM Tuesday: 7:00AM–4:00PM Wednesday: 7:00AM–4:00PM Thursday: 7:00AM–4:00PM Friday: 7:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://ywcabham.org/
15084,YWCA Walla Walla,Tbd,Walla Walla,WA,99362.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcaww.org/contact-us/
15085,YWCA White Plains,69 N Broadway,White Plains,NY,10603.0,Transitional Housing,,http://ywcawpcw.org/what-we-do/empowerment-and-economic-advancement/womens-residence
15086,YWCA Yonkers,68 Palisades Avenue,Yonkers,NY,10701.0,Emergency Shelter,,
15087,YWCA Yonkers,87 S Broadway,Yonkers,NY,10701.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcayonkers.org/
15088,YWCA of Bradford (McKean Co.),24 W Corydon St.,Bradford,PA,16701.0,Emergency Shelter,,
15089,YWCA of Bradford (McKean Co.),24 W. Corydon St.,Bradford,PA,16701.0,Emergency Shelter,,
15090,YWCA of Butler County,,Hamilton,OH,45011.0,Emergency Shelter,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.ywcahamilton.com/
15091,YWCA of Canton,231 6Th St Ne,Canton,OH,44702.0,"Emergency Shelter, Rapid Re-Housing",Monday: 8:00AM–9:00PM Tuesday: 8:00AM–9:00PM Wednesday: 8:00AM–9:00PM Thursday: 8:00AM–9:00PM Friday: 8:00AM–9:00PM Saturday: 8:00AM–9:00PM Sunday: 8:00AM–9:00PM ,https://www.ywcacanton.org/
15092,YWCA of Canton,231 6Th Street Ne,Canton,OH,44702.0,Rapid Re-Housing,Monday: 8:00AM–9:00PM Tuesday: 8:00AM–9:00PM Wednesday: 8:00AM–9:00PM Thursday: 8:00AM–9:00PM Friday: 8:00AM–9:00PM Saturday: 8:00AM–9:00PM Sunday: 8:00AM–9:00PM ,https://www.ywcacanton.org/
15093,YWCA of Canton,606 Walnut Ave Ne,Canton,OH,44702.0,Emergency Shelter,,
15094,YWCA of Canton,800 Tuscarawas St W,Canton,OH,44702.0,Permanent Supportive Housing,Monday: 8:00AM–9:00PM Tuesday: 8:00AM–9:00PM Wednesday: 8:00AM–9:00PM Thursday: 8:00AM–9:00PM Friday: 8:00AM–9:00PM Saturday: 8:00AM–9:00PM Sunday: 8:00AM–9:00PM ,https://www.ywcacanton.org/
15095,YWCA of Charleston,1416 Kanawha Blvd,Charleston,WV,25301.0,"Emergency Shelter, Transitional Housing",,
15096,YWCA of Charleston,1418 Washington St E,Charleston,WV,25301.0,Emergency Shelter,,
15097,YWCA of Charleston,515 Elizabeth St,Charleston,WV,25311.0,Permanent Supportive Housing,,
15098,YWCA of Clinton,317 7Th Ave S,Clinton,IA,52732.0,Rapid Re-Housing,Monday: 5:00AM–9:00PM Tuesday: 5:00AM–9:00PM Wednesday: 5:00AM–9:00PM Thursday: 5:00AM–9:00PM Friday: 5:00AM–9:00PM Saturday: 7:00AM–5:00PM Sunday: 10:00AM–3:00PM ,http://ywcaclinton.org/
15099,YWCA of Clinton,,,IA,52732.0,Rapid Re-Housing,Monday: 5:00AM–9:00PM Tuesday: 5:00AM–9:00PM Wednesday: 5:00AM–9:00PM Thursday: 5:00AM–9:00PM Friday: 5:00AM–9:00PM Saturday: 7:00AM–5:00PM Sunday: 10:00AM–3:00PM ,http://ywcaclinton.org/
15100,YWCA of Duluth,32 E 1St St Ste 202,Duluth,MN,55802.0,Transitional Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–12:00PM Saturday: Closed Sunday: Closed ,http://www.ywcaduluth.org/
15101,YWCA of Elyria,318 West Ave.,Lorain,OH,44052.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: 9:00AM–5:00PM Sunday: 9:00AM–5:00PM ,http://www.ywcaelyria.org/
15102,YWCA of Elyria,318 West Avenue,Elyria,OH,44035.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: 9:00AM–5:00PM Sunday: 9:00AM–5:00PM ,http://www.ywcaelyria.org/
15103,YWCA of Evansville,1118 Vine St.,Evansville,IN,47708.0,Transitional Housing,,https://www.ywcaevansville.org/
15104,YWCA of Evansville,118 Vine St,Evansville,IN,47708.0,Emergency Shelter,,https://www.ywcaevansville.org/
15105,YWCA of Evansville,118 Vine St.,Evansville,IN,47708.0,Emergency Shelter,,https://www.ywcaevansville.org/
15106,YWCA of Fort Dodge,826 1St Ave. North,Fort Dodge,IA,50501.0,"Permanent Supportive Housing, Emergency Shelter",,
15107,YWCA of Glendale,,,CA,91206.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcagp.org/
15108,YWCA of Greater Cincinnati,55 South Fourth Street,Batavia,OH,45103.0,Emergency Shelter,,
15109,YWCA of Greater Dayton,,Eaton,OH,45320.0,Emergency Shelter,,
15110,YWCA of Greater Harrisburg,1101 Market St,Harrisburg,PA,17103.0,"Other Permanent Housing, Permanent Supportive Housing, Rapid Re-Housing, Emergency Shelter, Transitional Housing",,http://www.ywcahbg.org/
15111,YWCA of Greater Harrisburg,1101 Market St,,PA,17103.0,Rapid Re-Housing,,http://www.ywcahbg.org/
15112,YWCA of Greater Harrisburg,1101 Market Street,Harrisburg,PA,17103.0,"Transitional Housing, Emergency Shelter, Rapid Re-Housing",,http://www.ywcahbg.org/
15113,YWCA of Greater Harrisburg,701 N Front St,Harrisburg,PA,17101.0,Transitional Housing,,
15114,YWCA of Greater Lawrence,203 Haverhill St,Lawrence,MA,1840.0,"Permanent Supportive Housing, Transitional Housing",,
15115,YWCA of Greater Lawrence,38 Lawrence St,Lawrence,MA,1840.0,Permanent Supportive Housing,Monday: 7:30AM–5:30PM Tuesday: 7:30AM–5:30PM Wednesday: 7:30AM–5:30PM Thursday: 7:30AM–5:30PM Friday: 7:30AM–5:30PM Saturday: Closed Sunday: Closed ,https://ywcanema.org/
15116,YWCA of Greater Lawrence,Confidential,Lawrence,MA,1840.0,"Emergency Shelter, Transitional Housing",,
15117,YWCA of Greater Memphis,766 S. Highland St.,Memphis,TN,38111.0,Other Permanent Housing,,
15118,YWCA of Greater Pittsburgh,305 Wood St,Pittsburgh,PA,15222.0,"Transitional Housing, Rapid Re-Housing",,
15119,YWCA of Greater RI,164 Delaine St,Providence,RI,2909.0,Transitional Housing,,
15120,YWCA of Greater RI,514 Blackstone Blvd,Providence,RI,2906.0,Permanent Supportive Housing,,
15121,YWCA of Greater Rochester,175 Bittner St,Rochester,NY,14604.0,Rapid Re-Housing,,
15122,YWCA of Greater Rochester,175 Clinton Ave N,Rochester,NY,14604.0,Emergency Shelter,,http://www.ywcaapartments.com/
15123,YWCA of Greater Rochester,175 North Clinton Avenue,Rochester,NY,14604.0,"Permanent Supportive Housing, Rapid Re-Housing",,http://www.ywcaapartments.com/
15124,YWCA of Greater Toledo,,,OH,43604.0,Permanent Supportive Housing,,
15125,YWCA of Greensboro,1807 E Wendover Ave,Greensboro,NC,27405.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://ywcagsonc.org/
15126,YWCA of Lancaster,110 N Lime St,Lancaster,PA,17602.0,"Emergency Shelter, Permanent Supportive Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcalancaster.org/
15127,YWCA of Madison,101 E Mifflin St,Madison,WI,53703.0,"Permanent Supportive Housing, Transitional Housing, Emergency Shelter, Other Permanent Housing",Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcamadison.org/
15128,YWCA of Muncie,310 E Charles St,Muncie,IN,47305.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://ywcacentralindiana.org/
15129,YWCA of Nashville,1608 Woodmont Blvd,Nashville,TN,37215.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://ywcanashville.com/
15130,YWCA of Quincy,,,IL,62301.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.ywcaquincy.org/
15131,YWCA of San Gabriel Valley,943 N. Grand Ave.,Covina,CA,91724.0,Transitional Housing,,
15132,YWCA of Schenectady,44 Washington Ave,Schenectady,NY,12305.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywca-neny.org/
15133,YWCA of Schenectady,Street,Schenectady,NY,12307.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywca-neny.org/
15134,YWCA of South Hampton Roads,,,VA,23503.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://ywca-shr.org/
15135,YWCA of South Hampton Roads,,,VA,23505.0,Rapid Re-Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://ywca-shr.org/
15136,YWCA of St. Paul,375 Selby Avenue,Saint Paul,MN,55102.0,Transitional Housing,Monday: 6:00AM–9:00PM Tuesday: 6:00AM–9:00PM Wednesday: 6:00AM–9:00PM Thursday: 6:00AM–9:00PM Friday: 6:00AM–9:00PM Saturday: 7:00AM–4:00PM Sunday: 8:00AM–2:00PM ,https://www.ywcastpaul.org/
15137,YWCA of St. Paul,840 Marshall Avenue,Saint Paul,MN,55104.0,Permanent Supportive Housing,Monday: 6:00AM–9:00PM Tuesday: 6:00AM–9:00PM Wednesday: 6:00AM–9:00PM Thursday: 6:00AM–9:00PM Friday: 6:00AM–9:00PM Saturday: 7:00AM–4:00PM Sunday: 8:00AM–2:00PM ,https://www.ywcastpaul.org/
15138,YWCA of St. Paul,936 Cleveland Ave S,Saint Paul,MN,55116.0,Permanent Supportive Housing,,
15139,YWCA of St. Paul,,,MN,55102.0,Permanent Supportive Housing,Monday: 6:00AM–9:00PM Tuesday: 6:00AM–9:00PM Wednesday: 6:00AM–9:00PM Thursday: 6:00AM–9:00PM Friday: 6:00AM–9:00PM Saturday: 7:00AM–4:00PM Sunday: 8:00AM–2:00PM ,https://www.ywcastpaul.org/
15140,YWCA of St. Paul,,,MN,55104.0,Rapid Re-Housing,Monday: 6:00AM–9:00PM Tuesday: 6:00AM–9:00PM Wednesday: 6:00AM–9:00PM Thursday: 6:00AM–9:00PM Friday: 6:00AM–9:00PM Saturday: 7:00AM–4:00PM Sunday: 8:00AM–2:00PM ,https://www.ywcastpaul.org/
15141,YWCA of The Coulee Region,3219 Commerce St,La Crosse,WI,54603.0,"Emergency Shelter, Rapid Re-Housing",,
15142,YWCA of Titusville,212 N Franklin St,Titusville,PA,16354.0,Emergency Shelter,,https://ywcatitusville.org/
15143,YWCA of Williamsport,815 West Fourth Street,Williamsport,PA,17701.0,"Emergency Shelter, Permanent Supportive Housing",Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://ywcawilliamsport.ywca.org/
15144,YWCA of Williamsport,,,PA,17701.0,Rapid Re-Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://ywcawilliamsport.ywca.org/
15145,YWCA of Youngstown,25 W Rayen Ave,Youngstown,OH,44503.0,"Permanent Supportive Housing, Transitional Housing",,https://www.ywcamahoningvalley.org/connect-with-us/contact-2/
15146,YWCA of the Greater Capital Region,21 First Street,Troy,NY,12180.0,"Transitional Housing, Permanent Supportive Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.ywca-gcr.org/
15147,YWCA of the Mohawk Valley,,,NY,13501.0,"Rapid Re-Housing, Transitional Housing, Emergency Shelter",Monday: 9:00AM–4:30PM Tuesday: 9:00AM–4:30PM Wednesday: 9:00AM–4:30PM Thursday: 9:00AM–4:30PM Friday: 9:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://ywcamv.org/
15148,YWCA/SMHA/ICAN,1700 Gateway Blvd Se,Canton,OH,44707.0,Permanent Supportive Housing,,
15149,YWCA/SMHA/ICAN,606 Walnut Ave Ne,Canton,OH,44702.0,Permanent Supportive Housing,,
15150,Yakama Nation,401 Fort Road,Toppenish,WA,98948.0,Transitional Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.yakama.com/contact/
15151,Yakima Housing Authority,1702 Tahoma Ave.,Yakima,WA,98902.0,Permanent Supportive Housing,,
15152,Yakima Housing Authority,2902 Powerhouse Road,Yakima,WA,98902.0,Permanent Supportive Housing,Monday: 9:15AM–4:30PM Tuesday: 9:15AM–4:30PM Wednesday: 9:15AM–4:30PM Thursday: 9:15AM–4:30PM Friday: 9:15AM–4:30PM Saturday: Closed Sunday: Closed ,
15153,Yakima Housing Authority,810 North 6Th Ave,Yakima,WA,98902.0,Permanent Supportive Housing,Monday: 9:00AM–5:30PM Tuesday: 9:00AM–5:30PM Wednesday: 9:00AM–5:30PM Thursday: 9:00AM–5:30PM Friday: Closed Saturday: Closed Sunday: Closed ,http://www.yakimahousing.org/
15154,Yakima Neighborhood Health Services,12 S. 8Th St,Yakima,WA,98901.0,"Emergency Shelter, Permanent Supportive Housing, Rapid Re-Housing",Monday: 7:30AM–6:30PM Tuesday: 7:30AM–6:30PM Wednesday: 7:30AM–6:30PM Thursday: 7:30AM–6:30PM Friday: 7:30AM–6:30PM Saturday: 8:30AM–6:00PM Sunday: Closed ,https://www.ynhs.org/
15155,Yakima Neighborhood Health Services,201 South 6Th Street,Yakima,WA,98901.0,Transitional Housing,,
15156,Yakima Neighborhood Health Services,607 South 4Th Street,Yakima,WA,98901.0,Other Permanent Housing,,
15157,Yamhill Community Action Partnership (3371) [ROCC],11750 Ne Finn Hill Loop,Carlton,OR,97111.0,Emergency Shelter,,
15158,Yamhill Community Action Partnership (3371) [ROCC],1317 Ne Dustin Ct,Mcminnville,OR,97128.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.yamhillcap.org/
15159,Yamhill Community Action Partnership (3371) [ROCC],1340 Ne Logan St,Mcminnville,OR,97128.0,Emergency Shelter,,
15160,Yamhill Community Action Partnership (3371) [ROCC],209 S Main St,Newberg,OR,97132.0,Emergency Shelter,,
15161,Yamhill Community Action Partnership (3371) [ROCC],213 Ne 10Th Street,Mcminnville,OR,97128.0,"Emergency Shelter, Transitional Housing",,
15162,Yamhill Community Action Partnership (3371) [ROCC],23800 Nw Flying M Rd,Yamhill,OR,97128.0,Emergency Shelter,,
15163,Yamhill Community Action Partnership (3371) [ROCC],451 Nw Hill Rd,Mcminnville,OR,97128.0,Emergency Shelter,,
15164,Yamhill Community Action Partnership (3371) [ROCC],800 E 2Nd St,Yamhill,OR,97148.0,Permanent Supportive Housing,,
15165,Yamhill Community Action Partnership (3371) [ROCC],800 Ne 2Nd St,Mcminniville,OR,97128.0,Rapid Re-Housing,,
15166,Yamhill Community Action Partnership (3371) [ROCC],800 Ne 2Nd St,Mcminnville,OR,97128.0,"Rapid Re-Housing, Permanent Supportive Housing",,
15167,Yamhill Community Action Partnership - Youth Services (4958) [ROCC],719 E First Street,Newberg,OR,97132.0,Transitional Housing,,
15168,Yates County DSS,417 Liberty Street,Penn Yan,NY,14527.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.yatescounty.org/
15169,"Yess of Charles County, Inc.",4480 Livingston Rd,Indian Head,MD,20640.0,Emergency Shelter,,
15170,Yokefellow of Caldwell,1129 West Ave. Ne,Lenoir,NC,28645.0,Emergency Shelter,,
15171,Yolo Community Care Continuum,1752 Drew Cir,Davis,CA,95618.0,Permanent Supportive Housing,,
15172,Yolo Community Care Continuum,285 W. Court Street #207,Woodland,CA,95695.0,"Emergency Shelter, Permanent Supportive Housing",Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–2:00PM Saturday: Closed Sunday: Closed ,http://y3c.org/
15173,Yolo County Health and Human Services Agency,180 West Beamer St,Woodland,CA,95695.0,"Permanent Supportive Housing, Rapid Re-Housing",Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://www.chhs.ca.gov/
15174,Yolo County Health and Human Services Agency,25 N Cottonwood St,Woodland,CA,95695.0,"Transitional Housing, Emergency Shelter, Rapid Re-Housing",Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
15175,Yolo County Health and Human Services Agency,,,CA,95616.0,Emergency Shelter,Monday: 8:30AM–5:30PM Tuesday: 8:30AM–5:30PM Wednesday: 8:30AM–5:30PM Thursday: 8:30AM–5:30PM Friday: 8:30AM–5:30PM Saturday: Closed Sunday: Closed ,https://www.yolocounty.org/health-human-services
15176,Yolo County Housing,436 Main St,Woodland,CA,95695.0,Permanent Supportive Housing,,http://www.chochousing.net/properties/apartments-for-rent
15177,Yolo County Housing,,,CA,95695.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: Closed Saturday: Closed Sunday: Closed ,https://www.ych.ca.gov/
15178,"York County Shelter Programs, Inc.",10 Pine Ave,Sanford,ME,4073.0,Permanent Supportive Housing,,
15179,"York County Shelter Programs, Inc.",12 Lebanon St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15180,"York County Shelter Programs, Inc.",14 Dismukes St,Kittery,ME,3904.0,Permanent Supportive Housing,,
15181,"York County Shelter Programs, Inc.",145 Shaker Hill Rd,Alfred,ME,4002.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.yorkcountyshelterprograms.com/
15182,"York County Shelter Programs, Inc.",147 Shaker Hill Rd,Alfred,ME,4002.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.yorkcountyshelterprograms.com/
15183,"York County Shelter Programs, Inc.",15 Bates St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15184,"York County Shelter Programs, Inc.",156 Cottage St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15185,"York County Shelter Programs, Inc.",17 June St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15186,"York County Shelter Programs, Inc.",17 Thornton Ave,Saco,ME,4072.0,Permanent Supportive Housing,,
15187,"York County Shelter Programs, Inc.",174 Elm St,Biddeford,ME,4005.0,Permanent Supportive Housing,,
15188,"York County Shelter Programs, Inc.",2 Pebble Ln,Sanford,ME,4073.0,Permanent Supportive Housing,,
15189,"York County Shelter Programs, Inc.",20 Trafton St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15190,"York County Shelter Programs, Inc.",24 Pine St,Sanford,ME,4073.0,Permanent Supportive Housing,,
15191,"York County Shelter Programs, Inc.",24 Thornton Ave,Saco,ME,4072.0,Permanent Supportive Housing,,
15192,"York County Shelter Programs, Inc.",3 George St,Alfred,ME,4002.0,Permanent Supportive Housing,,
15193,"York County Shelter Programs, Inc.",31 Rogers Rd,Kittery,ME,3904.0,Permanent Supportive Housing,,
15194,"York County Shelter Programs, Inc.",32 Thompson St,Sanford,ME,4073.0,Permanent Supportive Housing,,
